manufacturer,model,year,city,body,mileage,transmission,wheel,color,drive,price,volume,fuel
Toyota,Land Cruiser Prado,2012,Алматы,внедорожник,112000.0,автомат,слева,белый металлик,полный привод,13800000,2.7,бензин
Toyota,Land Cruiser,2006,Нур-Султан (Астана),внедорожник,220.0,автомат,слева,золотистый,полный привод,9800000,4.5,газ-бензин
Toyota,Camry,2005,Алматы,седан,252380.0,автомат,слева,белый,передний привод,5750000,2.4,бензин
Hyundai,Accent,2015,Алматы,седан,114573.0,автомат,слева,белый,передний привод,5400000,1.6,бензин
Volkswagen,Sharan,2001,Караганда,минивэн,400.0,механика,слева,серебристый,передний привод,2800000,2.0,газ-бензин
Kia,Rio,2012,Усть-Каменогорск,седан,85000.0,механика,слева,красный металлик,передний привод,3679000,1.4,бензин
Mazda,6,2003,Кокшетау,седан,200000.0,автомат,слева,,передний привод,2200000,3.0,бензин
Infiniti,QX80,2019,Кокшетау,внедорожник,1.0,автомат,слева,серый,полный привод,30990000,5.6,бензин
Nissan,Patrol,1993,Нур-Султан (Астана),внедорожник,,механика,слева,черный,полный привод,5500000,2.8,дизель
Honda,Shuttle,1998,Алматы,минивэн,,автомат,слева,зеленый металлик,передний привод,3100000,2.3,бензин
Subaru,Forester,2003,Алматы,кроссовер,,автомат,справа,серебристый,полный привод,2000000,2.0,бензин
Nissan,Skyline,2010,Семей,седан,104000.0,автомат,справа,черный металлик,задний привод,5800000,2.5,бензин
Toyota,Previa,1992,Павлодар,минивэн,,автомат,слева,серебристый металлик,полный привод,2100000,2.4,бензин
BMW,X5,2007,Алматы,кроссовер,223000.0,автомат,слева,серебристый металлик,полный привод,7600000,4.8,бензин
Toyota,Camry,2003,Павлодар,седан,,автомат,слева,черный,передний привод,3490000,2.4,бензин
ВАЗ (Lada),2172 (хэтчбек),2008,Уральск,хэтчбек,,механика,слева,серый металлик,передний привод,1000000,1.6,бензин
Toyota,RAV 4,2007,Алматы,кроссовер,135000.0,автомат,слева,серебристый металлик,передний привод,6150000,2.4,газ-бензин
Toyota,Land Cruiser Prado,2013,Нур-Султан (Астана),внедорожник,90000.0,автомат,слева,черный,полный привод,14400000,2.7,бензин
Audi,100,1991,Алматы,седан,7777.0,механика,слева,красный,,2500000,2.8,бензин
ВАЗ (Lada),2194 (универсал),2014,Нур-Султан (Астана),универсал,109000.0,механика,слева,белый,передний привод,2550000,1.6,бензин
Mercedes-Benz,E 200,2014,Алматы,седан,121000.0,автомат,слева,белый,задний привод,9500000,2.0,бензин
Mercedes-Benz,GLE Coupe 400,2017,Алматы,кроссовер,43000.0,автомат,слева,черный металлик,,29000000,3.0,бензин
Toyota,Avalon,2015,Алматы,седан,91000.0,автомат,слева,черный,передний привод,8200000,3.5,бензин
Mitsubishi,Lancer,2010,Алматы,седан,147000.0,автомат,слева,красный,передний привод,3800000,1.8,бензин
Audi,80,1991,Кызылорда,седан,1111111.0,механика,слева,бордовый металлик,передний привод,840000,1.8,бензин
Hummer,H2,2005,Актобе,внедорожник,201000.0,автомат,слева,белый,полный привод,9000000,6.0,газ-бензин
ВАЗ (Lada),2171 (универсал),2012,Алматы,универсал,,механика,слева,зеленый,передний привод,1850000,1.6,бензин
ВАЗ (Lada),2171 (универсал),2012,Семей,универсал,,механика,слева,черный металлик,передний привод,1650000,1.6,бензин
Suzuki,Grand Vitara,2008,Алтай,кроссовер,160000.0,автомат,слева,серебристый,полный привод,5500000,2.4,бензин
Toyota,Camry,2001,Алматы,седан,,автомат,слева,голубой металлик,передний привод,2800000,2.2,бензин
Kia,Rio,2013,Нур-Султан (Астана),седан,105000.0,автомат,слева,красный металлик,передний привод,4300000,1.6,газ-бензин
Hyundai,Solaris,2019,Актобе,седан,46000.0,автомат,слева,белый,передний привод,4450000,1.6,бензин
Subaru,Forester,2010,Алматы,кроссовер,180208.0,автомат,слева,зеленый,полный привод,6000000,2.5,бензин
Toyota,Land Cruiser,2013,Алматы,внедорожник,123700.0,автомат,слева,серебристый металлик,полный привод,22900000,4.6,бензин
Toyota,Land Cruiser,2007,Алматы,внедорожник,260000.0,автомат,слева,черный металлик,полный привод,11800000,4.7,бензин
Volkswagen,Santana,2004,Караганда,седан,262500.0,механика,слева,серебристый металлик,передний привод,1300000,1.8,бензин
Honda,Odyssey,2001,Нур-Султан (Астана),минивэн,,автомат,слева,серый,передний привод,2300000,3.5,газ-бензин
