manufacturer,model,year,city,body,mileage,transmission,wheel,color,drive,price,volume,fuel
BMW,328,1991,Талгар,седан,530000.0,механика,слева,красный металлик,задний привод,1700000,2.9,бензин
Toyota,Camry,2008,Алматы,седан,321868.0,автомат,слева,синий,передний привод,5350000,2.4,бензин
Peugeot,607,2003,Аулиеколь,седан,,автомат,слева,черный,передний привод,1600000,2.2,бензин
Mitsubishi,Galant,2000,Алматы,седан,,механика,слева,серебристый металлик,передний привод,1700000,2.4,бензин
Honda,Elysion,2006,Алматы,минивэн,135000.0,автомат,слева,черный,передний привод,2900000,2.4,бензин
Lexus,GS 300,2002,Талгар,седан,3333333.0,автомат,слева,черный металлик,задний привод,3600000,3.0,бензин
Volkswagen,Passat,1993,Жанатас,универсал,,механика,слева,синий,передний привод,1600000,1.8,бензин
ВАЗ (Lada),2114 (хэтчбек),2010,Павлодар,хэтчбек,,механика,слева,зеленый,передний привод,1250000,1.6,бензин
BMW,525,2008,Нур-Султан (Астана),седан,,автомат,слева,черный,задний привод,6100000,2.5,бензин
Daewoo,Nexia,2006,Нур-Султан (Астана),седан,330000.0,механика,слева,бордовый металлик,передний привод,650000,1.5,бензин
Mercedes-Benz,E 200,1991,Тараз,седан,,механика,слева,синий,задний привод,1500000,2.0,газ-бензин
Volkswagen,Touareg,2005,Алматы,кроссовер,370148.0,автомат,слева,серый металлик,полный привод,4000000,3.2,бензин
Hyundai,Accent,2013,Алматы,седан,225000.0,автомат,слева,серебристый,передний привод,3800000,1.6,газ-бензин
Toyota,Yaris,2008,Караганда,хэтчбек,180000.0,автомат,слева,серебристый металлик,передний привод,3400000,1.3,бензин
Dodge,Caravan,2004,Караганда,минивэн,228526.0,автомат,слева,синий,передний привод,3800000,3.3,бензин
Nissan,Primera,1996,Актобе,седан,,механика,слева,зеленый,передний привод,900000,1.6,бензин
Toyota,Land Cruiser Prado,2014,Алматы,внедорожник,125000.0,автомат,слева,черный,,15500000,2.7,бензин
ВАЗ (Lada),2115 (седан),2005,Шымкент,седан,,механика,слева,синий,передний привод,930000,1.5,бензин
Seat,Toledo,1993,Алматы,хэтчбек,3333333.0,механика,слева,черный металлик,передний привод,350000,1.8,бензин
ГАЗ,3110 (Волга),1999,Алматы,седан,260000.0,механика,слева,сиреневый металлик,задний привод,800000,2.4,бензин
BMW,318,1999,Актобе,седан,,механика,слева,синий,задний привод,1500000,1.9,газ-бензин
Kia,Sephia,1996,Алматы,седан,,механика,слева,белый,передний привод,800000,1.6,бензин
ВАЗ (Lada),2106,1984,Усть-Каменогорск,седан,,механика,слева,белый,задний привод,400000,1.3,бензин
Toyota,Land Cruiser Prado,2004,Караганда,внедорожник,231700.0,механика,слева,серый металлик,,7000000,3.0,дизель
Mercedes-Benz,C 200,1995,Алматы,седан,,автомат,слева,серебристый металлик,задний привод,1400000,2.0,бензин
ВАЗ (Lada),2114 (хэтчбек),2013,Костанай,хэтчбек,89700.0,механика,слева,белый металлик,передний привод,2200000,1.6,бензин
ВАЗ (Lada),2112 (хэтчбек),2006,Уральск,хэтчбек,,механика,слева,серый,передний привод,400000,1.6,бензин
BMW,X5,2005,Актобе,кроссовер,,автомат,слева,белый,полный привод,5000000,4.4,бензин
Nissan,Pulsar,1999,Нур-Султан (Астана),седан,200000.0,автомат,справа,серый,передний привод,700000,1.6,бензин
Toyota,Camry,2010,Актау,седан,209214.0,автомат,слева,белый металлик,передний привод,4500000,2.5,газ-бензин
Toyota,Camry,2016,Нур-Султан (Астана),седан,66000.0,автомат,слева,черный,передний привод,10700000,2.5,бензин
Toyota,Venza,2010,Шымкент,кроссовер,117111.0,автомат,слева,серый металлик,передний привод,8700000,2.7,бензин
Kia,Sportage,2002,Тараз,внедорожник,210000.0,автомат,слева,серебристый металлик,полный привод,2200000,2.0,дизель
ВАЗ (Lada),2121 Нива,2015,Актобе,внедорожник,92000.0,механика,слева,белый,полный привод,2500000,1.7,бензин
Nissan,Primera,1998,Усть-Каменогорск,седан,,автомат,слева,красный,передний привод,1750000,2.0,бензин
Mercedes-Benz,G 300,2000,Нур-Султан (Астана),внедорожник,,автомат,слева,черный,полный привод,7000000,3.0,дизель
BMW,525,1997,Актау,седан,,механика,слева,серый,задний привод,1300000,2.5,бензин
Suzuki,XL7,2002,Алматы,внедорожник,147.0,автомат,слева,белый металлик,полный привод,4100000,2.7,бензин
Toyota,Camry,2002,Алматы,седан,220433.0,автомат,слева,серый,передний привод,4600000,2.4,бензин
Mercedes-Benz,S 320,1996,Алматы,седан,380000.0,автомат,слева,белый,задний привод,2850000,3.2,бензин
Toyota,Camry,2019,Актау,седан,60000.0,автомат,слева,черный,передний привод,16000000,3.5,бензин
Toyota,Windom,1996,Алматы,седан,,автомат,справа,белый,передний привод,1300000,2.5,бензин
ВАЗ (Lada),2115 (седан),2001,Семей,седан,202000.0,механика,слева,красный металлик,передний привод,600000,1.5,бензин
Opel,Zafira,2008,Шемонаиха,минивэн,151000.0,автомат,слева,черный,передний привод,2500000,1.8,бензин
Mazda,3,2019,Караганда,хэтчбек,12000.0,автомат,слева,серый металлик,передний привод,10500000,1.5,бензин
Toyota,Carina E,1995,Жанаозен,седан,422316.0,механика,слева,синий,,1200000,1.6,бензин
Toyota,RAV 4,2008,Семей,кроссовер,,автомат,слева,серебристый металлик,полный привод,6000000,2.4,бензин
Lexus,GS 350,2007,Нур-Султан (Астана),седан,273587.0,автомат,слева,серый металлик,задний привод,5500000,3.5,бензин
Audi,100,1991,Караганда,седан,,механика,слева,черный,полный привод,1500000,2.3,бензин
Toyota,Carina E,1995,Жанаозен,седан,422316.0,механика,слева,синий,передний привод,1200000,1.6,бензин
Mercedes-Benz,E 230,1997,Нур-Султан (Астана),седан,365000.0,автомат,слева,серебристый металлик,передний привод,2750000,2.3,бензин
Volkswagen,Passat,1992,Алматы,универсал,250000.0,механика,слева,красный металлик,передний привод,1350000,1.8,бензин
ВАЗ (Lada),1119 (хэтчбек),2008,Оренбург,хэтчбек,70000.0,механика,слева,бежевый,передний привод,1100000,1.6,бензин
Mitsubishi,Galant,1997,Нур-Султан (Астана),седан,222222.0,автомат,справа,серебристый металлик,передний привод,1000000,1.8,бензин
Audi,100,1989,Алматы,универсал,352000.0,механика,слева,черный металлик,передний привод,850000,2.3,бензин
Mercedes-Benz,E 220,1994,Нур-Султан (Астана),седан,459771.0,механика,слева,серебристый металлик,задний привод,2700000,2.2,газ-бензин
ВАЗ (Lada),2110 (седан),2006,Павлодар,седан,144.0,механика,слева,черный металлик,передний привод,1600000,1.6,бензин
ВАЗ (Lada),2106,1990,Караганда,седан,11111.0,механика,слева,красный металлик,задний привод,170000,1.6,бензин
Mercedes-Benz,S 320,1997,Тараз,седан,,автомат,слева,черный металлик,задний привод,3650000,3.2,бензин
BMW,520,1991,Кызылорда,седан,226000.0,механика,слева,синий металлик,задний привод,700000,0.2,бензин
ГАЗ,21 (Волга),1967,Кокшетау,седан,,механика,слева,белый,задний привод,650000,2.4,бензин
Toyota,Camry,2011,Кызылорда,седан,173000.0,автомат,слева,серебристый металлик,передний привод,6200000,2.5,бензин
ВАЗ (Lada),1119 (хэтчбек),2014,Атырау,седан,178000.0,механика,слева,серебристый металлик,передний привод,1900000,1.6,бензин
BMW,760,2004,Алматы,седан,,автомат,слева,черный металлик,задний привод,4200000,6.0,бензин
Nissan,Almera Classic,2006,Алматы,седан,231876.0,механика,слева,черный,передний привод,2240000,1.6,бензин
Daewoo,Nexia,2006,Рудный,седан,190800.0,механика,слева,бежевый,передний привод,620000,1.6,газ-бензин
ВАЗ (Lada),2170 (седан),2014,Караганда,седан,147000.0,механика,слева,серебристый металлик,передний привод,2250000,1.6,бензин
Nissan,Safari,1998,Алматы,внедорожник,,автомат,справа,белый,полный привод,3700000,2.8,дизель
Mitsubishi,RVR,1995,Усть-Каменогорск,минивэн,,автомат,справа,зеленый,полный привод,1995000,1.8,бензин
Toyota,Land Cruiser Prado,1991,Алматы,внедорожник,304000.0,автомат,справа,серый,полный привод,3900000,2.5,дизель
Renault,Duster,2014,Алматы,кроссовер,6400.0,механика,слева,синий,передний привод,4500000,1.6,бензин
ВАЗ (Lada),2114 (хэтчбек),2013,Алматы,хэтчбек,160300.0,механика,слева,белый,передний привод,2100000,1.6,бензин
BMW,X5,2005,Алматы,кроссовер,,автомат,слева,белый,полный привод,6100000,3.0,бензин
Nissan,Stagea,1997,Алматы,универсал,278000.0,автомат,справа,вишня металлик,задний привод,2500000,2.5,бензин
Mercedes-Benz,E 230,1992,Туркестан,седан,380.0,автомат,слева,черный металлик,задний привод,3000000,2.3,бензин
Hyundai,Accent,2019,Караганда,седан,23000.0,автомат,слева,серебристый,передний привод,5900000,1.6,бензин
Chevrolet,Captiva,2014,Алматы,кроссовер,94000.0,автомат,слева,белый металлик,полный привод,6800000,2.4,газ-бензин
Mercedes-Benz,E 200,1991,Кызылорда,седан,300000.0,механика,слева,черный,задний привод,850000,2.0,бензин
Mercedes-Benz,E 200,1990,Туркестан,седан,209805.0,механика,слева,синий металлик,задний привод,1350000,2.0,бензин
Toyota,Camry,2007,Алматы,седан,1390000.0,автомат,слева,красный металлик,передний привод,5300000,2.4,бензин
Toyota,Carina E,1995,Алматы,универсал,1111.0,механика,слева,зеленый,передний привод,2000000,1.6,бензин
Daewoo,Matiz,2014,Алматы,хэтчбек,,механика,слева,белый металлик,передний привод,1600000,0.8,бензин
Mercedes-Benz,S 500,2007,Жанаозен,седан,,автомат,слева,черный металлик,полный привод,7500000,5.5,бензин
BMW,X5,2010,Алматы,кроссовер,162235.0,автомат,слева,белый,полный привод,9400000,3.0,бензин
Kia,Rio,2017,Актау,седан,70000.0,механика,слева,белый,передний привод,4800000,1.6,бензин
Mercedes-Benz,E 280,1999,Кызылорда,седан,,автомат,слева,черный металлик,задний привод,3500000,2.8,бензин
Volkswagen,Passat,1991,Атасу,универсал,,механика,слева,черный,передний привод,950000,1.8,бензин
Hyundai,Santa Fe,2006,Уральск,кроссовер,268866.0,автомат,слева,серый,полный привод,4200000,2.7,бензин
Volkswagen,Passat,1991,Актобе,седан,777777.0,механика,слева,синий металлик,передний привод,1100000,2.0,газ-бензин
Toyota,RAV 4,2012,Караганда,кроссовер,,автомат,слева,белый,полный привод,8300000,2.0,бензин
Toyota,Ipsum,2001,Атырау,минивэн,,автомат,справа,серебристый,передний привод,2100000,2.4,газ-бензин
Renault,Laguna,2000,Нур-Султан (Астана),универсал,,механика,слева,белый металлик,передний привод,900000,2.0,бензин
Renault,Megane,1997,Алматы,седан,,механика,слева,бордовый,передний привод,870000,2.0,бензин
Mazda,6,2008,Костанай,седан,275000.0,механика,слева,синий металлик,передний привод,3250000,1.8,бензин
Mercedes-Benz,S 320,1994,Тайынша,седан,,автомат,слева,черный,задний привод,2000000,3.2,газ-бензин
BMW,X5,2014,Алматы,кроссовер,135567.0,автомат,слева,черный металлик,полный привод,16500000,3.0,дизель
Toyota,Raum,2003,Алматы,универсал,,автомат,справа,серебристый,передний привод,1600000,2.0,бензин
Mercedes-Benz,C 180,1995,Шу,седан,,автомат,слева,серый металлик,задний привод,1850000,1.8,бензин
Subaru,Forester,2006,Алматы,кроссовер,166000.0,автомат,слева,серый,полный привод,5300000,2.0,бензин
ВАЗ (Lada),2170 (седан),2014,Алматы,седан,130000.0,механика,слева,белый металлик,передний привод,2400000,1.6,бензин
Maserati,Ghibli,2014,Нур-Султан (Астана),седан,12000.0,автомат,слева,,полный привод,35000000,3.0,бензин
ВАЗ (Lada),2109 (хэтчбек),2004,Алматы,хэтчбек,48564.0,механика,слева,серебристый металлик,передний привод,870000,1.6,бензин
ВАЗ (Lada),2172 (хэтчбек),2015,Нур-Султан (Астана),хэтчбек,92000.0,механика,слева,белый металлик,передний привод,2900000,1.6,газ-бензин
ВАЗ (Lada),2112 (хэтчбек),2003,Нур-Султан (Астана),хэтчбек,200.0,механика,слева,,передний привод,800000,1.5,бензин
Volkswagen,Passat,1989,Есиль,седан,,механика,слева,синий,передний привод,1100000,1.8,бензин
ВАЗ (Lada),2170 (седан),2012,Костанай,седан,,механика,слева,черный металлик,передний привод,2450000,1.6,бензин
ВАЗ (Lada),2131 (5-ти дверный),2002,Уральск,универсал,140000.0,механика,слева,синий металлик,полный привод,800000,1.7,бензин
Subaru,Impreza,2000,Алматы,универсал,275000.0,автомат,слева,белый,,2350000,2.0,бензин
ВАЗ (Lada),2014,2014,Уральск,седан,,механика,слева,белый,передний привод,1450000,1.6,бензин
Mercedes-Benz,E 200,1993,Урджар,седан,,механика,слева,синий металлик,задний привод,1250000,2.0,бензин
ВАЗ (Lada),2172 (хэтчбек),2014,Семей,хэтчбек,137000.0,механика,слева,белый,передний привод,2800000,1.6,бензин
Mitsubishi,Galant,1994,Алматы,хэтчбек,,автомат,слева,серебристый,передний привод,1000000,1.8,бензин
Volkswagen,Golf,2002,Алматы,хэтчбек,284987.0,механика,слева,зеленый,передний привод,2190000,1.6,бензин
Hyundai,Solaris,2013,Атырау,седан,100000.0,автомат,слева,черный,передний привод,2900000,1.6,бензин
Skoda,Superb,2010,Алматы,седан,,автомат,слева,черный металлик,задний привод,3300000,1.8,бензин
Audi,Q7,2006,Кокшетау,внедорожник,218000.0,автомат,слева,черный металлик,полный привод,4700000,4.2,бензин
ВАЗ (Lada),2190 (седан),2019,Усть-Каменогорск,седан,27000.0,механика,слева,серебристый,передний привод,3750000,1.6,бензин
Mercedes-Benz,E 220,1994,Шымкент,седан,,автомат,слева,серебристый,задний привод,2600000,2.2,бензин
ВАЗ (Lada),2115 (седан),2011,Петропавловск,седан,150.0,механика,слева,белый,передний привод,950000,1.6,бензин
ВАЗ (Lada),2172 (хэтчбек),2010,Костанай,хэтчбек,,механика,слева,зеленый,передний привод,1200000,1.6,бензин
Mercedes-Benz,E 320,2000,Актау,седан,197000.0,автомат,слева,черный,полный привод,3400000,3.2,газ-бензин
Mitsubishi,Galant,1991,Узынагаш,хэтчбек,448000.0,автомат,слева,зеленый металлик,передний привод,650000,2.0,бензин
Volkswagen,Vento,1993,Караганда,седан,175000.0,механика,слева,серебристый металлик,передний привод,1800000,1.8,бензин
Kia,Sportage,2014,Темиртау,кроссовер,113700.0,автомат,слева,серебристый металлик,полный привод,6900000,2.0,газ-бензин
Lexus,LX 570,2017,Караганда,внедорожник,,автомат,слева,черный,полный привод,37000000,5.7,бензин
Nissan,Almera,2015,Караганда,седан,122000.0,автомат,слева,золотистый,передний привод,3800000,1.6,бензин
Toyota,Avalon,2003,Алматы,седан,400000.0,автомат,слева,белый металлик,передний привод,5200000,3.0,бензин
Toyota,Harrier,1998,Алматы,кроссовер,216000.0,автомат,справа,белый металлик,передний привод,4150000,2.2,бензин
Skoda,Octavia,2014,Атырау,седан,200000.0,автомат,слева,коричневый металлик,передний привод,4500000,1.4,бензин
ВАЗ (Lada),21099 (седан),2002,Актобе,седан,174000.0,механика,слева,коричневый,передний привод,530000,1.5,бензин
Volkswagen,Polo,2015,Алматы,седан,134000.0,механика,слева,серебристый,передний привод,4000000,1.6,бензин
Kia,Cerato,2013,Нур-Султан (Астана),седан,120000.0,автомат,слева,белый металлик,передний привод,5700000,1.6,бензин
Hyundai,Tucson,2012,Атырау,кроссовер,140000.0,автомат,слева,белый,передний привод,4300000,2.0,бензин
BMW,525,1993,Караганда,седан,4235566.0,механика,слева,бордовый,задний привод,1200000,2.5,бензин
Volkswagen,Tiguan,2010,Алматы,кроссовер,77000.0,автомат,слева,белый,полный привод,6250000,2.0,бензин
ВАЗ (Lada),2190 (седан),2014,Нур-Султан (Астана),седан,119700.0,механика,слева,белый,передний привод,2200000,1.6,бензин
Mitsubishi,Carisma,1995,Нур-Султан (Астана),хэтчбек,350000.0,механика,слева,серебристый металлик,передний привод,800000,1.8,бензин
Toyota,Land Cruiser Prado,2013,Талдыкорган,внедорожник,143000.0,автомат,слева,черный,полный привод,12800000,3.0,дизель
Audi,100,1992,Шымкент,седан,382000.0,механика,слева,черный металлик,передний привод,2500000,2.3,бензин
ВАЗ (Lada),2114 (хэтчбек),2008,Кызылорда,хэтчбек,235000.0,механика,слева,синий,передний привод,870000,1.5,бензин
Hyundai,Accent,2014,Нур-Султан (Астана),седан,,механика,слева,серый,передний привод,4800000,1.6,бензин
Volkswagen,Passat,1993,Шымкент,универсал,,механика,слева,фиолетовый,передний привод,1700000,1.8,бензин
Toyota,Harrier,2006,Караганда,кроссовер,142000.0,автомат,справа,белый,,4650000,3.5,газ-бензин
Opel,Vectra,1994,Актобе,седан,190000.0,механика,слева,черный,передний привод,1000000,1.8,бензин
Audi,80,1993,Караганда,седан,223000.0,механика,слева,серебристый металлик,передний привод,1800000,2.0,бензин
Mercedes-Benz,E 320,1992,Нур-Султан (Астана),седан,258000.0,механика,слева,черный металлик,задний привод,1200000,2.3,бензин
Nissan,Pathfinder,2006,Караганда,внедорожник,263000.0,автомат,слева,бронза,полный привод,5500000,4.0,бензин
ВАЗ (Lada),2114 (хэтчбек),2004,Актобе,хэтчбек,100000.0,механика,слева,серебристый металлик,передний привод,500000,1.5,бензин
Mercedes-Benz,E 200,1995,Алматы,седан,,автомат,слева,коричневый,задний привод,1850000,2.0,бензин
ВАЗ (Lada),2114 (хэтчбек),2005,Нур-Султан (Астана),хэтчбек,,механика,слева,серебристый,передний привод,450000,1.6,бензин
Toyota,Mark II,1997,Алматы,седан,359.0,автомат,справа,белый,задний привод,2500000,2.0,бензин
Toyota,Camry,1999,Алматы,седан,250000.0,механика,слева,синий,передний привод,2800000,2.2,бензин
ВАЗ (Lada),2109 (хэтчбек),2002,Нур-Султан (Астана),седан,185000.0,механика,слева,серебристый металлик,передний привод,750000,1.6,бензин
ВАЗ (Lada),2172 (хэтчбек),2012,Атырау,хэтчбек,136000.0,механика,слева,серебристый,передний привод,2000000,1.6,бензин
Opel,Vectra,1993,Актобе,седан,1400.0,механика,слева,бордовый,полный привод,600000,2.0,газ-бензин
ВАЗ (Lada),2170 (седан),2008,Атырау,седан,165000.0,механика,слева,серый,,1175000,1.6,бензин
Toyota,Corolla,2008,Алматы,седан,172000.0,автомат,слева,голубой металлик,передний привод,4600000,1.6,бензин
Toyota,Camry,2019,Караганда,седан,23729.0,автомат,слева,серебристый металлик,передний привод,11600000,2.5,бензин
Nissan,X-Trail,2019,Нур-Султан (Астана),кроссовер,25000.0,автомат,слева,белый,передний привод,11500000,2.0,бензин
ВАЗ (Lada),2121 Нива,2014,Семей,внедорожник,50000.0,механика,слева,белый,полный привод,2800000,1.7,бензин
BMW,318,1991,Алматы,седан,12345.0,механика,слева,черный,задний привод,1200000,1.8,бензин
Audi,A6,1993,Кызылорда,седан,1111.0,механика,слева,зеленый,,2000000,2.2,бензин
Nissan,Primera,2000,Семей,седан,,механика,слева,серебристый,передний привод,2100000,1.8,газ-бензин
ВАЗ (Lada),2111 (универсал),2006,Сатпаев,универсал,211702.0,механика,слева,серебристый,передний привод,1000000,1.6,газ-бензин
Audi,80,1987,Алматы,хэтчбек,200000.0,механика,слева,белый,передний привод,900000,1.8,бензин
Nissan,Almera,2015,Аксай,седан,156388.0,автомат,слева,белый,передний привод,3000000,1.6,бензин
ВАЗ (Lada),2170 (седан),2013,Павлодар,седан,97000.0,механика,слева,белый,передний привод,2500000,1.6,бензин
Kia,Rio,2010,Атырау,седан,162222.0,механика,слева,бежевый металлик,передний привод,1830000,1.4,бензин
Audi,Q7,2007,Костанай,кроссовер,,автомат,слева,голубой металлик,полный привод,7000000,3.6,бензин
Mazda,323,1990,Кордай,универсал,,механика,слева,белый,передний привод,500000,1.6,бензин
Hyundai,Elantra,2005,Алматы,седан,82999.0,автомат,слева,черный,передний привод,2750000,2.0,бензин
Hyundai,Accent,2013,Нур-Султан (Астана),седан,73000.0,автомат,слева,белый,,4600000,1.6,бензин
Toyota,Camry,2002,Нур-Султан (Астана),седан,220000.0,автомат,слева,золотистый металлик,передний привод,3800000,2.4,бензин
Toyota,Camry,2006,Тараз,седан,,автомат,слева,золотистый,передний привод,5300000,2.4,бензин
ВАЗ (Lada),2107,2010,Балхаш,седан,48000.0,механика,слева,черный металлик,задний привод,990000,1.7,бензин
Toyota,Carina E,1995,Алматы,универсал,,механика,слева,зеленый,передний привод,2300000,1.6,бензин
Hyundai,Accent,2004,Уральск,седан,190000.0,механика,слева,золотистый,передний привод,500000,1.6,бензин
ВАЗ (Lada),2114 (хэтчбек),2013,Усть-Каменогорск,хэтчбек,84100.0,механика,слева,белый,передний привод,1800000,1.6,бензин
Audi,100,1988,Жетысай,седан,500000.0,механика,слева,белый металлик,передний привод,500000,2.2,газ-бензин
ВАЗ (Lada),21099 (седан),1999,Алматы,седан,160000.0,механика,слева,зеленый металлик,передний привод,1200000,1.6,бензин
BMW,525,1993,Нур-Султан (Астана),седан,,автомат,слева,красный,задний привод,2200000,2.5,бензин
Toyota,Camry,2004,Нур-Султан (Астана),седан,,автомат,слева,синий,передний привод,3800000,2.4,бензин
Mitsubishi,Space Wagon,1992,Арысь,минивэн,123456.0,механика,слева,серебристый,,500000,1.8,бензин
Jeep,Cherokee,2006,Жезказган,внедорожник,162258.0,механика,слева,серебристый металлик,полный привод,4250000,2.5,газ-бензин
Mercedes-Benz,E 230,1991,Каскелен,седан,,механика,слева,белый,задний привод,860000,2.3,бензин
Audi,A6,2009,Туркестан,универсал,180000.0,автомат,слева,белый металлик,полный привод,6500000,3.0,бензин
Volkswagen,Tiguan,2010,Алматы,кроссовер,191000.0,автомат,слева,серый,полный привод,5100000,2.0,бензин
Hummer,H2,2003,Алматы,внедорожник,66200.0,автомат,слева,черный металлик,полный привод,6500000,6.0,бензин
ВАЗ (Lada),2114 (хэтчбек),2008,Аксай,хэтчбек,200000.0,механика,слева,черный металлик,передний привод,750000,1.6,бензин
Toyota,RAV 4,1995,Алматы,кроссовер,,автомат,справа,белый,полный привод,2700000,2.0,бензин
Daewoo,Matiz,2014,Алматы,хэтчбек,90000.0,механика,слева,серебристый металлик,передний привод,1600000,0.8,бензин
Toyota,Corolla,2013,Уральск,седан,,автомат,слева,белый металлик,передний привод,4700000,1.6,бензин
Toyota,Land Cruiser Prado,2012,Костанай,внедорожник,170000.0,автомат,слева,черный,полный привод,10999999,3.0,дизель
Daewoo,Nexia,2007,Кызылорда,седан,300000.0,механика,слева,серебристый металлик,передний привод,850000,1.5,бензин
Mercedes-Benz,E 320,2001,Кызылорда,седан,396638.0,автомат,слева,серебристый,задний привод,5000000,3.2,бензин
Mercedes-Benz,S 320,1996,Караганда,седан,,автомат,слева,черный металлик,задний привод,3600000,3.2,газ-бензин
Nissan,Maxima,1995,Темиртау,седан,80000.0,механика,слева,зеленый металлик,передний привод,1700000,2.0,бензин
Toyota,Highlander,2019,Шымкент,кроссовер,8849.0,автомат,слева,белый металлик,полный привод,23100000,3.5,бензин
Mercedes-Benz,Viano,2011,Алматы,минивэн,220000.0,автомат,слева,белый,полный привод,10400000,2.2,дизель
Geely,MK,2008,Алга,седан,178000.0,механика,слева,черный,передний привод,600000,1.5,газ-бензин
Lexus,ES 300,1997,Актобе,седан,215000.0,автомат,слева,черный,передний привод,2300000,3.0,бензин
Kia,Sorento,2019,Шымкент,кроссовер,7290.0,автомат,слева,белый,полный привод,19000000,3.5,бензин
Nissan,Primera,1996,Каскелен,седан,,механика,слева,зеленый,передний привод,1100000,2.0,бензин
Lexus,LX 570,2018,Костанай,внедорожник,80000.0,автомат,слева,серый металлик,полный привод,45000000,5.7,бензин
Toyota,Estima,2005,Аркалык,минивэн,110000.0,автомат,справа,серый,передний привод,3300000,3.0,бензин
Volkswagen,Vento,1992,Абай (Келесский р-н),седан,,механика,слева,синий,передний привод,1000000,2.0,бензин
Kia,Sportage,2014,Караганда,кроссовер,112000.0,автомат,слева,серебристый металлик,полный привод,6800000,2.0,газ-бензин
Mazda,626,1991,Шымкент,универсал,,механика,слева,красный,полный привод,600000,2.2,бензин
Ford,Focus,2007,Алматы,универсал,111140.0,механика,слева,белый металлик,передний привод,3000000,1.6,бензин
Hyundai,Trajet,2001,Нур-Султан (Астана),минивэн,30.0,автомат,слева,серебристый металлик,передний привод,2800000,2.0,газ-бензин
Subaru,Legacy,2005,Актау,универсал,,автомат,справа,серебристый,полный привод,2350000,2.0,газ-бензин
ВАЗ (Lada),2170 (седан),2007,Атырау,седан,245000.0,механика,слева,серебристый металлик,передний привод,1100000,1.6,бензин
Nissan,Serena,2012,Нур-Султан (Астана),минивэн,110000.0,автомат,справа,белый,передний привод,6300000,2.0,бензин
Kia,Rio,2010,Алматы,седан,,автомат,слева,коричневый,передний привод,2600000,1.4,бензин
ВАЗ (Lada),2107,2010,Шу,седан,69000.0,механика,слева,черный металлик,задний привод,650000,1.5,бензин
Mercedes-Benz,S 320,2000,Шымкент,седан,350000.0,автомат,слева,синий металлик,задний привод,3000000,3.2,дизель
Toyota,Corolla,2008,Семей,седан,190000.0,механика,слева,черный металлик,передний привод,4200000,1.6,бензин
Volkswagen,Golf,1996,Алматы,хэтчбек,,автомат,слева,синий металлик,передний привод,1700000,1.6,бензин
Toyota,Camry,2007,Караганда,седан,228000.0,автомат,слева,черный металлик,передний привод,6300000,2.4,бензин
Kia,Sorento,2015,Атырау,кроссовер,90000.0,автомат,слева,серый металлик,полный привод,11000000,2.4,бензин
ВАЗ (Lada),1117 (универсал),2010,Уральск,универсал,2120000.0,механика,слева,серебристый металлик,передний привод,1500000,1.4,бензин
Kia,Sorento,2011,Кокшетау,кроссовер,135000.0,автомат,слева,белый,полный привод,6100000,2.4,бензин
ВАЗ (Lada),2114 (хэтчбек),2009,Петропавловск,хэтчбек,260000.0,механика,слева,серый металлик,передний привод,1300000,1.5,бензин
Toyota,Land Cruiser,2014,Петропавловск,внедорожник,118000.0,автомат,слева,черный металлик,полный привод,19900000,4.0,газ-бензин
Toyota,Camry,2019,Талдыкорган,седан,29000.0,автомат,слева,белый металлик,передний привод,13000000,2.5,бензин
ВАЗ (Lada),2109 (хэтчбек),2002,Костанай,хэтчбек,307000.0,механика,слева,золотистый,передний привод,400000,1.5,бензин
ВАЗ (Lada),2115 (седан),2005,Усть-Каменогорск,седан,,механика,слева,вишня,передний привод,850000,1.6,бензин
Volkswagen,Passat,1989,Шымкент,универсал,,механика,слева,белый металлик,передний привод,830000,1.8,газ-бензин
Toyota,Camry,1993,Талдыкорган,универсал,30524.0,автомат,слева,бирюзовый,передний привод,2200000,3.0,газ-бензин
Mitsubishi,Pajero,1994,Алматы,внедорожник,303638.0,механика,слева,синий,полный привод,2300000,2.5,дизель
ВАЗ (Lada),2115 (седан),2006,Караганда,седан,,механика,слева,бронза,передний привод,800000,1.5,бензин
Mitsubishi,Galant,1991,Есик,седан,,механика,слева,золотистый,передний привод,700000,2.0,бензин
Toyota,Corolla,2013,Павлодар,седан,145000.0,автомат,слева,синий металлик,передний привод,6300000,1.6,бензин
ВАЗ (Lada),2171 (универсал),2011,Кызылорда,универсал,150000.0,механика,слева,серый металлик,,1500000,1.6,бензин
Toyota,Mark II,1995,Алматы,седан,,автомат,справа,серебристый,задний привод,1900000,2.5,дизель
Toyota,Alphard,2007,Алматы,минивэн,124000.0,автомат,справа,белый,полный привод,4250000,3.0,бензин
Mitsubishi,Pajero,2011,Усть-Каменогорск,внедорожник,95000.0,автомат,слева,черный металлик,полный привод,10700000,3.0,бензин
Toyota,RAV 4,2008,Алматы,кроссовер,220000.0,автомат,слева,черный,полный привод,6500000,2.4,бензин
Mazda,626,1991,Алматы,седан,80000.0,механика,слева,,передний привод,800000,2.0,бензин
Mitsubishi,Zinger,1996,Костанай,седан,240000.0,автомат,справа,серый,полный привод,1200000,2.5,бензин
Volkswagen,Touareg,2004,Алматы,кроссовер,,автомат,слева,зеленый,полный привод,4000000,4.2,бензин
